Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TI","Trade Indices","175","Guinea-Bissau","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","57582","Fc","Calculated data"
"TI","Trade Indices","175","Guinea-Bissau","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","154231","Fc","Calculated data"
"TI","Trade Indices","175","Guinea-Bissau","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","116","Fc","Calculated data"
"TI","Trade Indices","175","Guinea-Bissau","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","46600","Fc","Calculated data"
"TI","Trade Indices","175","Guinea-Bissau","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","154087","Fc","Calculated data"
"TI","Trade Indices","175","Guinea-Bissau","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","117","Fc","Calculated data"
"TI","Trade Indices","91","Guyana","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","132412","Fc","Calculated data"
"TI","Trade Indices","91","Guyana","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","162007","Fc","Calculated data"
"TI","Trade Indices","91","Guyana","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","185","Fc","Calculated data"
"TI","Trade Indices","91","Guyana","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","102497","Fc","Calculated data"
"TI","Trade Indices","91","Guyana","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","159987","Fc","Calculated data"
"TI","Trade Indices","91","Guyana","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","186","Fc","Calculated data"
"TI","Trade Indices","93","Haiti","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","545011","Fc","Calculated data"
"TI","Trade Indices","93","Haiti","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","14536","Fc","Calculated data"
"TI","Trade Indices","93","Haiti","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","148","Fc","Calculated data"
"TI","Trade Indices","93","Haiti","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","527823","Fc","Calculated data"
"TI","Trade Indices","93","Haiti","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","12508","Fc","Calculated data"
"TI","Trade Indices","93","Haiti","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","158","Fc","Calculated data"
"TI","Trade Indices","95","Honduras","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","688616","Fc","Calculated data"
"TI","Trade Indices","95","Honduras","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","1074925","Fc","Calculated data"
"TI","Trade Indices","95","Honduras","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","178","Fc","Calculated data"
"TI","Trade Indices","95","Honduras","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","538780","Fc","Calculated data"
"TI","Trade Indices","95","Honduras","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","523535","Fc","Calculated data"
"TI","Trade Indices","95","Honduras","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","181","Fc","Calculated data"
"TI","Trade Indices","97","Hungary","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","3202887","Fc","Calculated data"
"TI","Trade Indices","97","Hungary","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","5423644","Fc","Calculated data"
"TI","Trade Indices","97","Hungary","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","149","Fc","Calculated data"
"TI","Trade Indices","97","Hungary","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","2795050","Fc","Calculated data"
"TI","Trade Indices","97","Hungary","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","4295125","Fc","Calculated data"
"TI","Trade Indices","97","Hungary","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","154","Fc","Calculated data"
"TI","Trade Indices","99","Iceland","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","274553","Fc","Calculated data"
"TI","Trade Indices","99","Iceland","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","38211","Fc","Calculated data"
"TI","Trade Indices","99","Iceland","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","116","Fc","Calculated data"
"TI","Trade Indices","99","Iceland","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","190948","Fc","Calculated data"
"TI","Trade Indices","99","Iceland","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","30407","Fc","Calculated data"
"TI","Trade Indices","99","Iceland","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","108","Fc","Calculated data"
"TI","Trade Indices","100","India","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","9687307","Fc","Calculated data"
"TI","Trade Indices","100","India","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","21482335","Fc","Calculated data"
"TI","Trade Indices","100","India","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","178","Fc","Calculated data"
"TI","Trade Indices","100","India","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","7904031","Fc","Calculated data"
"TI","Trade Indices","100","India","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","15936492","Fc","Calculated data"
"TI","Trade Indices","100","India","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","161","Fc","Calculated data"
"TI","Trade Indices","101","Indonesia","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","8797438","Fc","Calculated data"
"TI","Trade Indices","101","Indonesia","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","19572159","Fc","Calculated data"
"TI","Trade Indices","101","Indonesia","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","171","Fc","Calculated data"
"TI","Trade Indices","101","Indonesia","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","5984203","Fc","Calculated data"
"TI","Trade Indices","101","Indonesia","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","11853513","Fc","Calculated data"
"TI","Trade Indices","101","Indonesia","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","180","Fc","Calculated data"
"TI","Trade Indices","102","Iran (Islamic Republic of)","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","7100699","Fc","Calculated data"
"TI","Trade Indices","102","Iran (Islamic Republic of)","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","2150688","Fc","Calculated data"
"TI","Trade Indices","102","Iran (Islamic Republic of)","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","194","Fc","Calculated data"
"TI","Trade Indices","102","Iran (Islamic Republic of)","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","4962795","Fc","Calculated data"
"TI","Trade Indices","102","Iran (Islamic Republic of)","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","2092096","Fc","Calculated data"
"TI","Trade Indices","102","Iran (Islamic Republic of)","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","193","Fc","Calculated data"
"TI","Trade Indices","103","Iraq","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","3405821","Fc","Calculated data"
"TI","Trade Indices","103","Iraq","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","21719","Fc","Calculated data"
"TI","Trade Indices","103","Iraq","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","263","Fc","Calculated data"
"TI","Trade Indices","103","Iraq","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","2762076","Fc","Calculated data"
"TI","Trade Indices","103","Iraq","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","19846","Fc","Calculated data"
"TI","Trade Indices","103","Iraq","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","238","Fc","Calculated data"
"TI","Trade Indices","104","Ireland","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","6632061","Fc","Calculated data"
"TI","Trade Indices","104","Ireland","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","8110476","Fc","Calculated data"
"TI","Trade Indices","104","Ireland","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","131","Fc","Calculated data"
"TI","Trade Indices","104","Ireland","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","4975391","Fc","Calculated data"
"TI","Trade Indices","104","Ireland","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","7179544","Fc","Calculated data"
"TI","Trade Indices","104","Ireland","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","134","Fc","Calculated data"
"TI","Trade Indices","105","Israel","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","2288012","Fc","Calculated data"
"TI","Trade Indices","105","Israel","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","1264612","Fc","Calculated data"
"TI","Trade Indices","105","Israel","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","146","Fc","Calculated data"
"TI","Trade Indices","105","Israel","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","1723102","Fc","Calculated data"
"TI","Trade Indices","105","Israel","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","1158682","Fc","Calculated data"
"TI","Trade Indices","105","Israel","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","146","Fc","Calculated data"
"TI","Trade Indices","106","Italy","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","32888187","Fc","Calculated data"
"TI","Trade Indices","106","Italy","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","26116207","Fc","Calculated data"
"TI","Trade Indices","106","Italy","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","138","Fc","Calculated data"
"TI","Trade Indices","106","Italy","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","25186118","Fc","Calculated data"
"TI","Trade Indices","106","Italy","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","18338916","Fc","Calculated data"
"TI","Trade Indices","106","Italy","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","140","Fc","Calculated data"
"TI","Trade Indices","109","Jamaica","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","436680","Fc","Calculated data"
"TI","Trade Indices","109","Jamaica","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","140749","Fc","Calculated data"
"TI","Trade Indices","109","Jamaica","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","157","Fc","Calculated data"
"TI","Trade Indices","109","Jamaica","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","389159","Fc","Calculated data"
"TI","Trade Indices","109","Jamaica","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","90286","Fc","Calculated data"
"TI","Trade Indices","109","Jamaica","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","186","Fc","Calculated data"
"TI","Trade Indices","110","Japan","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","35011739","Fc","Calculated data"
"TI","Trade Indices","110","Japan","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","886738","Fc","Calculated data"
"TI","Trade Indices","110","Japan","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","170","Fc","Calculated data"
"TI","Trade Indices","110","Japan","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","25357918","Fc","Calculated data"
"TI","Trade Indices","110","Japan","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","410571","Fc","Calculated data"
"TI","Trade Indices","110","Japan","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","221","Fc","Calculated data"
"TI","Trade Indices","112","Jordan","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","1476951","Fc","Calculated data"
"TI","Trade Indices","112","Jordan","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","817942","Fc","Calculated data"
"TI","Trade Indices","112","Jordan","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","164","Fc","Calculated data"
"TI","Trade Indices","112","Jordan","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","1255199","Fc","Calculated data"
"TI","Trade Indices","112","Jordan","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","692788","Fc","Calculated data"
"TI","Trade Indices","112","Jordan","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","178","Fc","Calculated data"
"TI","Trade Indices","108","Kazakhstan","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","2048888","Fc","Calculated data"
"TI","Trade Indices","108","Kazakhstan","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","1583947","Fc","Calculated data"
"TI","Trade Indices","108","Kazakhstan","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","160","Fc","Calculated data"
"TI","Trade Indices","108","Kazakhstan","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","1687760","Fc","Calculated data"
"TI","Trade Indices","108","Kazakhstan","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","1217066","Fc","Calculated data"
"TI","Trade Indices","108","Kazakhstan","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","180","Fc","Calculated data"
"TI","Trade Indices","114","Kenya","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","1030292","Fc","Calculated data"
"TI","Trade Indices","114","Kenya","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","1838519","Fc","Calculated data"
"TI","Trade Indices","114","Kenya","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","130","Fc","Calculated data"
"TI","Trade Indices","114","Kenya","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","914257","Fc","Calculated data"
"TI","Trade Indices","114","Kenya","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","594692","Fc","Calculated data"
"TI","Trade Indices","114","Kenya","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","117","Fc","Calculated data"
"TI","Trade Indices","118","Kuwait","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","2481514","Fc","Calculated data"
"TI","Trade Indices","118","Kuwait","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","352142","Fc","Calculated data"
"TI","Trade Indices","118","Kuwait","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","96","Fc","Calculated data"
"TI","Trade Indices","118","Kuwait","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","2249810","Fc","Calculated data"
"TI","Trade Indices","118","Kuwait","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","340816","Fc","Calculated data"
"TI","Trade Indices","118","Kuwait","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","98","Fc","Calculated data"
"TI","Trade Indices","113","Kyrgyzstan","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","320909","Fc","Calculated data"
"TI","Trade Indices","113","Kyrgyzstan","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","172577","Fc","Calculated data"
"TI","Trade Indices","113","Kyrgyzstan","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","113","Fc","Calculated data"
"TI","Trade Indices","113","Kyrgyzstan","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","250640","Fc","Calculated data"
"TI","Trade Indices","113","Kyrgyzstan","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","105979","Fc","Calculated data"
"TI","Trade Indices","113","Kyrgyzstan","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","138","Fc","Calculated data"
"TI","Trade Indices","120","Lao People's Democratic Republic","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","111758","Fc","Calculated data"
"TI","Trade Indices","120","Lao People's Democratic Republic","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","61833","Fc","Calculated data"
"TI","Trade Indices","120","Lao People's Democratic Republic","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","173","Fc","Calculated data"
"TI","Trade Indices","120","Lao People's Democratic Republic","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","46677","Fc","Calculated data"
"TI","Trade Indices","120","Lao People's Democratic Republic","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","25971","Fc","Calculated data"
"TI","Trade Indices","120","Lao People's Democratic Republic","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","173","Fc","Calculated data"
"TI","Trade Indices","119","Latvia","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","1712821","Fc","Calculated data"
"TI","Trade Indices","119","Latvia","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","1355698","Fc","Calculated data"
"TI","Trade Indices","119","Latvia","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","123","Fc","Calculated data"
"TI","Trade Indices","119","Latvia","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","1035033","Fc","Calculated data"
"TI","Trade Indices","119","Latvia","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","1008409","Fc","Calculated data"
"TI","Trade Indices","119","Latvia","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","120","Fc","Calculated data"
"TI","Trade Indices","121","Lebanon","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","1715040","Fc","Calculated data"
"TI","Trade Indices","121","Lebanon","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","316271","Fc","Calculated data"
"TI","Trade Indices","121","Lebanon","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","176","Fc","Calculated data"
"TI","Trade Indices","121","Lebanon","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","1391738","Fc","Calculated data"
"TI","Trade Indices","121","Lebanon","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","255146","Fc","Calculated data"
"TI","Trade Indices","121","Lebanon","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","192","Fc","Calculated data"
"TI","Trade Indices","122","Lesotho","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","152255","Fc","Calculated data"
"TI","Trade Indices","122","Lesotho","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","41141","Fc","Calculated data"
"TI","Trade Indices","122","Lesotho","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","55","Fc","Calculated data"
"TI","Trade Indices","122","Lesotho","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","132768","Fc","Calculated data"
"TI","Trade Indices","122","Lesotho","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","40204","Fc","Calculated data"
"TI","Trade Indices","122","Lesotho","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","30","Fc","Calculated data"
"TI","Trade Indices","126","Lithuania","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","2144212","Fc","Calculated data"
"TI","Trade Indices","126","Lithuania","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","3656520","Fc","Calculated data"
"TI","Trade Indices","126","Lithuania","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","136","Fc","Calculated data"
"TI","Trade Indices","126","Lithuania","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","1544658","Fc","Calculated data"
"TI","Trade Indices","126","Lithuania","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","2764031","Fc","Calculated data"
"TI","Trade Indices","126","Lithuania","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","138","Fc","Calculated data"
"TI","Trade Indices","129","Madagascar","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","293318","Fc","Calculated data"
"TI","Trade Indices","129","Madagascar","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","281255","Fc","Calculated data"
"TI","Trade Indices","129","Madagascar","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","117","Fc","Calculated data"
"TI","Trade Indices","129","Madagascar","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","246488","Fc","Calculated data"
"TI","Trade Indices","129","Madagascar","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","295789","Fc","Calculated data"
"TI","Trade Indices","129","Madagascar","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","98","Fc","Calculated data"
"TI","Trade Indices","130","Malawi","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","185070","Fc","Calculated data"
"TI","Trade Indices","130","Malawi","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","835117","Fc","Calculated data"
"TI","Trade Indices","130","Malawi","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","111","Fc","Calculated data"
"TI","Trade Indices","130","Malawi","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","115614","Fc","Calculated data"
"TI","Trade Indices","130","Malawi","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","164174","Fc","Calculated data"
"TI","Trade Indices","130","Malawi","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","145","Fc","Calculated data"
"TI","Trade Indices","131","Malaysia","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","6609565","Fc","Calculated data"
"TI","Trade Indices","131","Malaysia","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","13329134","Fc","Calculated data"
"TI","Trade Indices","131","Malaysia","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","186","Fc","Calculated data"
"TI","Trade Indices","131","Malaysia","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","4575940","Fc","Calculated data"
"TI","Trade Indices","131","Malaysia","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","8801605","Fc","Calculated data"
"TI","Trade Indices","131","Malaysia","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","199","Fc","Calculated data"
"TI","Trade Indices","133","Mali","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","245093","Fc","Calculated data"
"TI","Trade Indices","133","Mali","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","244412","Fc","Calculated data"
"TI","Trade Indices","133","Mali","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","186","Fc","Calculated data"
"TI","Trade Indices","133","Mali","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","189414","Fc","Calculated data"
"TI","Trade Indices","133","Mali","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","55353","Fc","Calculated data"
"TI","Trade Indices","133","Mali","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","280","Fc","Calculated data"
"TI","Trade Indices","134","Malta","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","355836","Fc","Calculated data"
"TI","Trade Indices","134","Malta","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","32320","Fc","Calculated data"
"TI","Trade Indices","134","Malta","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","126","Fc","Calculated data"
"TI","Trade Indices","134","Malta","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","286867","Fc","Calculated data"
"TI","Trade Indices","134","Malta","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","17527","Fc","Calculated data"
"TI","Trade Indices","134","Malta","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","230","Fc","Calculated data"
"TI","Trade Indices","136","Mauritania","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","562138","Fc","Calculated data"
"TI","Trade Indices","136","Mauritania","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","39569","Fc","Calculated data"
"TI","Trade Indices","136","Mauritania","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","24","Fc","Calculated data"
"TI","Trade Indices","136","Mauritania","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","433388","Fc","Calculated data"
"TI","Trade Indices","136","Mauritania","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","16456","Fc","Calculated data"
"TI","Trade Indices","136","Mauritania","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","29","Fc","Calculated data"
"TI","Trade Indices","137","Mauritius","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","428191","Fc","Calculated data"
"TI","Trade Indices","137","Mauritius","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","311377","Fc","Calculated data"
"TI","Trade Indices","137","Mauritius","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","124","Fc","Calculated data"
"TI","Trade Indices","137","Mauritius","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","349368","Fc","Calculated data"
"TI","Trade Indices","137","Mauritius","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","291354","Fc","Calculated data"
"TI","Trade Indices","137","Mauritius","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","121","Fc","Calculated data"
"TI","Trade Indices","138","Mexico","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","12000658","Fc","Calculated data"
"TI","Trade Indices","138","Mexico","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","17605237","Fc","Calculated data"
