Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TI","Trade Indices","214","China, Taiwan Province of","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","163","Fc","Calculated data"
"TI","Trade Indices","214","China, Taiwan Province of","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","3608708","Fc","Calculated data"
"TI","Trade Indices","214","China, Taiwan Province of","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","486178","Fc","Calculated data"
"TI","Trade Indices","214","China, Taiwan Province of","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","171","Fc","Calculated data"
"TI","Trade Indices","44","Colombia","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","2648217","Fc","Calculated data"
"TI","Trade Indices","44","Colombia","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","2647647","Fc","Calculated data"
"TI","Trade Indices","44","Colombia","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","186","Fc","Calculated data"
"TI","Trade Indices","44","Colombia","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","1949228","Fc","Calculated data"
"TI","Trade Indices","44","Colombia","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","1319307","Fc","Calculated data"
"TI","Trade Indices","44","Colombia","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","194","Fc","Calculated data"
"TI","Trade Indices","45","Comoros","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","44593","Fc","Calculated data"
"TI","Trade Indices","45","Comoros","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","25534","Fc","Calculated data"
"TI","Trade Indices","45","Comoros","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","115","Fc","Calculated data"
"TI","Trade Indices","45","Comoros","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","42276","Fc","Calculated data"
"TI","Trade Indices","45","Comoros","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","25583","Fc","Calculated data"
"TI","Trade Indices","45","Comoros","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","116","Fc","Calculated data"
"TI","Trade Indices","46","Congo","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","274962","Fc","Calculated data"
"TI","Trade Indices","46","Congo","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","11557","Fc","Calculated data"
"TI","Trade Indices","46","Congo","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","108","Fc","Calculated data"
"TI","Trade Indices","46","Congo","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","239833","Fc","Calculated data"
"TI","Trade Indices","46","Congo","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","3592","Fc","Calculated data"
"TI","Trade Indices","46","Congo","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","170","Fc","Calculated data"
"TI","Trade Indices","47","Cook Islands","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","18130","Fc","Calculated data"
"TI","Trade Indices","47","Cook Islands","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","354","Fc","Calculated data"
"TI","Trade Indices","47","Cook Islands","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","109","Fc","Calculated data"
"TI","Trade Indices","47","Cook Islands","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","13456","Fc","Calculated data"
"TI","Trade Indices","47","Cook Islands","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","301","Fc","Calculated data"
"TI","Trade Indices","47","Cook Islands","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","100","Fc","Calculated data"
"TI","Trade Indices","48","Costa Rica","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","801350","Fc","Calculated data"
"TI","Trade Indices","48","Costa Rica","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","2292348","Fc","Calculated data"
"TI","Trade Indices","48","Costa Rica","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","142","Fc","Calculated data"
"TI","Trade Indices","48","Costa Rica","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","659803","Fc","Calculated data"
"TI","Trade Indices","48","Costa Rica","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","1959926","Fc","Calculated data"
"TI","Trade Indices","48","Costa Rica","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","145","Fc","Calculated data"
"TI","Trade Indices","107","Côte d'Ivoire","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","896263","Fc","Calculated data"
"TI","Trade Indices","107","Côte d'Ivoire","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","3286737","Fc","Calculated data"
"TI","Trade Indices","107","Côte d'Ivoire","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","158","Fc","Calculated data"
"TI","Trade Indices","107","Côte d'Ivoire","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","746835","Fc","Calculated data"
"TI","Trade Indices","107","Côte d'Ivoire","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","2531437","Fc","Calculated data"
"TI","Trade Indices","107","Côte d'Ivoire","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","151","Fc","Calculated data"
"TI","Trade Indices","49","Cuba","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","1179404","Fc","Calculated data"
"TI","Trade Indices","49","Cuba","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","443621","Fc","Calculated data"
"TI","Trade Indices","49","Cuba","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","136","Fc","Calculated data"
"TI","Trade Indices","49","Cuba","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","1051861","Fc","Calculated data"
"TI","Trade Indices","49","Cuba","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","239943","Fc","Calculated data"
"TI","Trade Indices","49","Cuba","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","180","Fc","Calculated data"
"TI","Trade Indices","50","Cyprus","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","524184","Fc","Calculated data"
"TI","Trade Indices","50","Cyprus","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","201860","Fc","Calculated data"
"TI","Trade Indices","50","Cyprus","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","151","Fc","Calculated data"
"TI","Trade Indices","50","Cyprus","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","380945","Fc","Calculated data"
"TI","Trade Indices","50","Cyprus","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","164937","Fc","Calculated data"
"TI","Trade Indices","50","Cyprus","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","166","Fc","Calculated data"
"TI","Trade Indices","116","Democratic People's Republic of Korea","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","349064","Fc","Calculated data"
"TI","Trade Indices","116","Democratic People's Republic of Korea","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","11774","Fc","Calculated data"
"TI","Trade Indices","116","Democratic People's Republic of Korea","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","260","Fc","Calculated data"
"TI","Trade Indices","116","Democratic People's Republic of Korea","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","262509","Fc","Calculated data"
"TI","Trade Indices","116","Democratic People's Republic of Korea","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","10782","Fc","Calculated data"
"TI","Trade Indices","116","Democratic People's Republic of Korea","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","268","Fc","Calculated data"
"TI","Trade Indices","250","Democratic Republic of the Congo","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","598276","Fc","Calculated data"
"TI","Trade Indices","250","Democratic Republic of the Congo","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","16585","Fc","Calculated data"
"TI","Trade Indices","250","Democratic Republic of the Congo","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","181","Fc","Calculated data"
"TI","Trade Indices","250","Democratic Republic of the Congo","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","540332","Fc","Calculated data"
"TI","Trade Indices","250","Democratic Republic of the Congo","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","4595","Fc","Calculated data"
"TI","Trade Indices","250","Democratic Republic of the Congo","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","166","Fc","Calculated data"
"TI","Trade Indices","54","Denmark","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","6471852","Fc","Calculated data"
"TI","Trade Indices","54","Denmark","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","12213376","Fc","Calculated data"
"TI","Trade Indices","54","Denmark","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","115","Fc","Calculated data"
"TI","Trade Indices","54","Denmark","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","4443865","Fc","Calculated data"
"TI","Trade Indices","54","Denmark","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","11147688","Fc","Calculated data"
"TI","Trade Indices","54","Denmark","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","110","Fc","Calculated data"
"TI","Trade Indices","72","Djibouti","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","754881","Fc","Calculated data"
"TI","Trade Indices","72","Djibouti","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","70735","Fc","Calculated data"
"TI","Trade Indices","72","Djibouti","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","54","Fc","Calculated data"
"TI","Trade Indices","72","Djibouti","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","640505","Fc","Calculated data"
"TI","Trade Indices","72","Djibouti","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","70568","Fc","Calculated data"
"TI","Trade Indices","72","Djibouti","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","54","Fc","Calculated data"
"TI","Trade Indices","55","Dominica","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","23851","Fc","Calculated data"
"TI","Trade Indices","55","Dominica","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","4608","Fc","Calculated data"
"TI","Trade Indices","55","Dominica","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","169","Fc","Calculated data"
"TI","Trade Indices","55","Dominica","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","19607","Fc","Calculated data"
"TI","Trade Indices","55","Dominica","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","3831","Fc","Calculated data"
"TI","Trade Indices","55","Dominica","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","143","Fc","Calculated data"
"TI","Trade Indices","56","Dominican Republic","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","1010363","Fc","Calculated data"
"TI","Trade Indices","56","Dominican Republic","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","1080367","Fc","Calculated data"
"TI","Trade Indices","56","Dominican Republic","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","139","Fc","Calculated data"
"TI","Trade Indices","56","Dominican Republic","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","686202","Fc","Calculated data"
"TI","Trade Indices","56","Dominican Republic","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","511824","Fc","Calculated data"
"TI","Trade Indices","56","Dominican Republic","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","163","Fc","Calculated data"
"TI","Trade Indices","58","Ecuador","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","767173","Fc","Calculated data"
"TI","Trade Indices","58","Ecuador","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","2118788","Fc","Calculated data"
"TI","Trade Indices","58","Ecuador","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","190","Fc","Calculated data"
"TI","Trade Indices","58","Ecuador","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","458078","Fc","Calculated data"
"TI","Trade Indices","58","Ecuador","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","1940681","Fc","Calculated data"
"TI","Trade Indices","58","Ecuador","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","190","Fc","Calculated data"
"TI","Trade Indices","59","Egypt","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","6462939","Fc","Calculated data"
"TI","Trade Indices","59","Egypt","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","1858037","Fc","Calculated data"
"TI","Trade Indices","59","Egypt","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","219","Fc","Calculated data"
"TI","Trade Indices","59","Egypt","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","5320836","Fc","Calculated data"
"TI","Trade Indices","59","Egypt","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","1244487","Fc","Calculated data"
"TI","Trade Indices","59","Egypt","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","297","Fc","Calculated data"
"TI","Trade Indices","60","El Salvador","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","797941","Fc","Calculated data"
"TI","Trade Indices","60","El Salvador","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","611816","Fc","Calculated data"
"TI","Trade Indices","60","El Salvador","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","143","Fc","Calculated data"
"TI","Trade Indices","60","El Salvador","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","625942","Fc","Calculated data"
"TI","Trade Indices","60","El Salvador","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","383685","Fc","Calculated data"
"TI","Trade Indices","60","El Salvador","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","158","Fc","Calculated data"
"TI","Trade Indices","63","Estonia","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","810594","Fc","Calculated data"
"TI","Trade Indices","63","Estonia","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","1094318","Fc","Calculated data"
"TI","Trade Indices","63","Estonia","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","81","Fc","Calculated data"
"TI","Trade Indices","63","Estonia","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","550477","Fc","Calculated data"
"TI","Trade Indices","63","Estonia","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","1033414","Fc","Calculated data"
"TI","Trade Indices","63","Estonia","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","75","Fc","Calculated data"
"TI","Trade Indices","64","Faroe Islands","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","87364","Fc","Calculated data"
"TI","Trade Indices","64","Faroe Islands","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","4118","Fc","Calculated data"
"TI","Trade Indices","64","Faroe Islands","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","185","Fc","Calculated data"
"TI","Trade Indices","64","Faroe Islands","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","76801","Fc","Calculated data"
"TI","Trade Indices","66","Fiji","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","237875","Fc","Calculated data"
"TI","Trade Indices","66","Fiji","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","92296","Fc","Calculated data"
"TI","Trade Indices","66","Fiji","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","192","Fc","Calculated data"
"TI","Trade Indices","66","Fiji","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","216107","Fc","Calculated data"
"TI","Trade Indices","66","Fiji","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","88524","Fc","Calculated data"
"TI","Trade Indices","66","Fiji","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","194","Fc","Calculated data"
"TI","Trade Indices","67","Finland","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","3209622","Fc","Calculated data"
"TI","Trade Indices","67","Finland","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","1232070","Fc","Calculated data"
"TI","Trade Indices","67","Finland","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","140","Fc","Calculated data"
"TI","Trade Indices","67","Finland","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","2236886","Fc","Calculated data"
"TI","Trade Indices","67","Finland","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","1036932","Fc","Calculated data"
"TI","Trade Indices","67","Finland","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","137","Fc","Calculated data"
"TI","Trade Indices","68","France","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","35215605","Fc","Calculated data"
"TI","Trade Indices","68","France","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","44009161","Fc","Calculated data"
"TI","Trade Indices","68","France","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","140","Fc","Calculated data"
"TI","Trade Indices","68","France","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","28792106","Fc","Calculated data"
"TI","Trade Indices","68","France","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","31017780","Fc","Calculated data"
"TI","Trade Indices","68","France","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","143","Fc","Calculated data"
"TI","Trade Indices","70","French Polynesia","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","275816","Fc","Calculated data"
"TI","Trade Indices","70","French Polynesia","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","16221","Fc","Calculated data"
"TI","Trade Indices","70","French Polynesia","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","98","Fc","Calculated data"
"TI","Trade Indices","70","French Polynesia","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","240085","Fc","Calculated data"
"TI","Trade Indices","70","French Polynesia","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","15197","Fc","Calculated data"
"TI","Trade Indices","70","French Polynesia","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","93","Fc","Calculated data"
"TI","Trade Indices","74","Gabon","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","390955","Fc","Calculated data"
"TI","Trade Indices","74","Gabon","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","51182","Fc","Calculated data"
"TI","Trade Indices","74","Gabon","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","110","Fc","Calculated data"
"TI","Trade Indices","74","Gabon","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","325261","Fc","Calculated data"
"TI","Trade Indices","74","Gabon","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","500","Fc","Calculated data"
"TI","Trade Indices","74","Gabon","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","132","Fc","Calculated data"
"TI","Trade Indices","75","Gambia","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","152094","Fc","Calculated data"
"TI","Trade Indices","75","Gambia","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","7135","Fc","Calculated data"
"TI","Trade Indices","75","Gambia","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","296","Fc","Calculated data"
"TI","Trade Indices","75","Gambia","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","114330","Fc","Calculated data"
"TI","Trade Indices","75","Gambia","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","6305","Fc","Calculated data"
"TI","Trade Indices","75","Gambia","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","267","Fc","Calculated data"
"TI","Trade Indices","73","Georgia","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","443057","Fc","Calculated data"
"TI","Trade Indices","73","Georgia","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","238011","Fc","Calculated data"
"TI","Trade Indices","73","Georgia","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","213","Fc","Calculated data"
"TI","Trade Indices","73","Georgia","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","369316","Fc","Calculated data"
"TI","Trade Indices","73","Georgia","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","154802","Fc","Calculated data"
"TI","Trade Indices","73","Georgia","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","229","Fc","Calculated data"
"TI","Trade Indices","79","Germany","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","59541364","Fc","Calculated data"
"TI","Trade Indices","79","Germany","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","47786408","Fc","Calculated data"
"TI","Trade Indices","79","Germany","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","145","Fc","Calculated data"
"TI","Trade Indices","79","Germany","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","47325689","Fc","Calculated data"
"TI","Trade Indices","79","Germany","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","33931661","Fc","Calculated data"
"TI","Trade Indices","79","Germany","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","152","Fc","Calculated data"
"TI","Trade Indices","81","Ghana","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","1020043","Fc","Calculated data"
"TI","Trade Indices","81","Ghana","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","1477848","Fc","Calculated data"
"TI","Trade Indices","81","Ghana","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","140","Fc","Calculated data"
"TI","Trade Indices","81","Ghana","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","940302","Fc","Calculated data"
"TI","Trade Indices","81","Ghana","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","1446857","Fc","Calculated data"
"TI","Trade Indices","81","Ghana","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","139","Fc","Calculated data"
"TI","Trade Indices","84","Greece","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","4902084","Fc","Calculated data"
"TI","Trade Indices","84","Greece","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","4162267","Fc","Calculated data"
"TI","Trade Indices","84","Greece","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","137","Fc","Calculated data"
"TI","Trade Indices","84","Greece","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","4001338","Fc","Calculated data"
"TI","Trade Indices","84","Greece","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","3054347","Fc","Calculated data"
"TI","Trade Indices","84","Greece","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","144","Fc","Calculated data"
"TI","Trade Indices","86","Grenada","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","40538","Fc","Calculated data"
"TI","Trade Indices","86","Grenada","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","3209","Fc","Calculated data"
"TI","Trade Indices","86","Grenada","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","348","Fc","Calculated data"
"TI","Trade Indices","86","Grenada","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","35248","Fc","Calculated data"
"TI","Trade Indices","86","Grenada","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","2141","Fc","Calculated data"
"TI","Trade Indices","86","Grenada","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","506","Fc","Calculated data"
"TI","Trade Indices","89","Guatemala","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","1136673","Fc","Calculated data"
"TI","Trade Indices","89","Guatemala","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","2701449","Fc","Calculated data"
"TI","Trade Indices","89","Guatemala","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","157","Fc","Calculated data"
"TI","Trade Indices","89","Guatemala","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","895182","Fc","Calculated data"
"TI","Trade Indices","89","Guatemala","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","1755811","Fc","Calculated data"
"TI","Trade Indices","89","Guatemala","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","175","Fc","Calculated data"
"TI","Trade Indices","90","Guinea","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","402539","Fc","Calculated data"
"TI","Trade Indices","90","Guinea","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","69378","Fc","Calculated data"
"TI","Trade Indices","90","Guinea","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","158","Fc","Calculated data"
"TI","Trade Indices","90","Guinea","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","301399","Fc","Calculated data"
"TI","Trade Indices","90","Guinea","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","68094","Fc","Calculated data"
"TI","Trade Indices","90","Guinea","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","86","Fc","Calculated data"
